,customerRating,department,departmentId,inStoreAvailability,itemId,largeImage,manufacturer,mediumImage,name,numReviews,onlineAvailability,quantityLimit,salePrice,thumbnailImage,upc
491,,DIGITAL COMMUNICATIO,3.0,False,5401088,https://img.bbystatic.com/BestBuy_US/images/products/5401/5401088_sb.jpg,Skech,https://img.bbystatic.com/BestBuy_US/images/products/5401/5401088_sa.jpg,Skech - Shine SE Case for Samsung Galaxy S 5 Cell Phones - White,,False,3.0,14.99,https://img.bbystatic.com/BestBuy_US/images/products/5401/5401088_s.gif,811090022090.0
492,,DIGITAL COMMUNICATIO,3.0,False,5401102,https://img.bbystatic.com/BestBuy_US/images/products/5401/5401102_sb.jpg,Skech,https://img.bbystatic.com/BestBuy_US/images/products/5401/5401102_sa.jpg,Skech - Case for Samsung Galaxy S 5 Cell Phones - Black,,False,3.0,25.99,https://img.bbystatic.com/BestBuy_US/images/products/5401/5401102_s.gif,811090021956.0
493,4.0,DIGITAL COMMUNICATIO,3.0,False,5681087,https://img.bbystatic.com/BestBuy_US/images/products/5681/5681087_sb.jpg,OtterBox,https://img.bbystatic.com/BestBuy_US/images/products/5681/5681087_sa.jpg,OtterBox - Defender Series Case for LG G Flex Cell Phones - Papaya,1.0,False,3.0,49.99,https://img.bbystatic.com/BestBuy_US/images/products/5681/5681087_s.gif,660543031697.0
494,1.0,DIGITAL COMMUNICATIO,3.0,False,6260284,https://img.bbystatic.com/BestBuy_US/images/products/6260/6260284_sb.jpg,Incipio,https://img.bbystatic.com/BestBuy_US/images/products/6260/6260284_sa.jpg,Incipio - Highland Case for Samsung Galaxy Note 4 Cell Phones - White/Gray,1.0,False,3.0,22.99,https://img.bbystatic.com/BestBuy_US/images/products/6260/6260284_s.gif,840076115846.0
495,4.0,DIGITAL COMMUNICATIO,3.0,False,9081107,https://img.bbystatic.com/BestBuy_US/images/products/9081/9081107_sb.jpg,Incipio,https://img.bbystatic.com/BestBuy_US/images/products/9081/9081107_sa.jpg,Incipio - DualPro SHINE Case for BlackBerry Classic Cell Phones - Pink/Smoke,3.0,True,3.0,34.99,https://img.bbystatic.com/BestBuy_US/images/products/9081/9081107_s.gif,840076118151.0
496,,DIGITAL COMMUNICATIO,3.0,False,9422007,https://img.bbystatic.com/BestBuy_US/images/products/9422/9422007_sb.jpg,UltraLast,https://img.bbystatic.com/BestBuy_US/images/products/9422/9422007_sa.jpg,UltraLast - Lithium-Ion Battery for Select Samsung Cell Phones,,True,3.0,23.99,https://img.bbystatic.com/BestBuy_US/images/products/9422/9422007_s.gif,728286952133.0
497,,DIGITAL COMMUNICATIO,3.0,False,9422034,https://img.bbystatic.com/BestBuy_US/images/products/9422/9422034_sb.jpg,UltraLast,https://img.bbystatic.com/BestBuy_US/images/products/9422/9422034_sa.jpg,UltraLast - Lithium-Ion Battery for Select Nokia Cell Phones,,True,3.0,22.99,https://img.bbystatic.com/BestBuy_US/images/products/9422/9422034_s.gif,728286935143.0
498,,DIGITAL COMMUNICATIO,3.0,True,9422149,https://img.bbystatic.com/BestBuy_US/images/products/9422/9422149_sb.jpg,UltraLast,https://img.bbystatic.com/BestBuy_US/images/products/9422/9422149_sa.jpg,UltraLast - Lithium-Ion Battery for Select Samsung Cell Phones,,True,3.0,17.99,https://img.bbystatic.com/BestBuy_US/images/products/9422/9422149_s.gif,728286957046.0
499,,DIGITAL COMMUNICATIO,3.0,False,9423024,https://img.bbystatic.com/BestBuy_US/images/products/9423/9423024_sb.jpg,UltraLast,https://img.bbystatic.com/BestBuy_US/images/products/9423/9423024_sa.jpg,UltraLast - Lithium-Ion Battery for Select Samsung Cell Phones,,True,3.0,22.99,https://img.bbystatic.com/BestBuy_US/images/products/9423/9423024_s.gif,728286961784.0
500,,DIGITAL COMMUNICATIO,3.0,False,9423033,https://img.bbystatic.com/BestBuy_US/images/products/9423/9423033_sb.jpg,UltraLast,https://img.bbystatic.com/BestBuy_US/images/products/9423/9423033_sa.jpg,UltraLast - Lithium-Ion Battery for Select Samsung Cell Phones,,True,3.0,23.99,https://img.bbystatic.com/BestBuy_US/images/products/9423/9423033_s.gif,728286957763.0
501,1.0,DIGITAL COMMUNICATIO,3.0,False,9423217,https://img.bbystatic.com/BestBuy_US/images/products/9423/9423217_sb.jpg,UltraLast,https://img.bbystatic.com/BestBuy_US/images/products/9423/9423217_sa.jpg,UltraLast - Lithium-Ion Battery for Select Alcatel Cell Phones,1.0,True,3.0,28.99,https://img.bbystatic.com/BestBuy_US/images/products/9423/9423217_s.gif,728286958821.0
502,3.5,DIGITAL COMMUNICATIO,3.0,True,8347077,https://img.bbystatic.com/BestBuy_US/images/products/8347/8347077_rb.jpg,Incipio,https://img.bbystatic.com/BestBuy_US/images/products/8347/8347077_ra.jpg,Incipio - PLEX Privacy Screen Protector for Samsung Galaxy S 5 Cell Phones - Clear,13.0,True,3.0,19.99,https://img.bbystatic.com/BestBuy_US/images/products/8347/8347077_r.gif,840076167098.0
503,4.6,DIGITAL COMMUNICATIO,3.0,True,5470401,https://img.bbystatic.com/BestBuy_US/images/products/5470/5470401_sb.jpg,Net10,https://img.bbystatic.com/BestBuy_US/images/products/5470/5470401_sa.jpg,Net10 - Bring Your Own Phone SIM Card Kit,116.0,True,5.0,1.0,https://img.bbystatic.com/BestBuy_US/images/products/5470/5470401_s.gif,616960211136.0
504,,PHOTO/COMMODITIES,5.0,False,5083402,https://img.bbystatic.com/BestBuy_US/images/products/5083/5083402_rb.jpg,VTech,https://img.bbystatic.com/BestBuy_US/images/products/5083/5083402_ra.jpg,VTech - Replacement Microphone for Vtech ErisStation VCS704 Conference Phone - Black,,True,3.0,79.99,https://img.bbystatic.com/BestBuy_US/images/products/5083/5083402_r.gif,735078032249.0
505,4.5,MOBILE AUDIO,11.0,True,6234098,https://img.bbystatic.com/BestBuy_US/images/products/6234/6234098_rb.jpg,Scosche,https://img.bbystatic.com/BestBuy_US/images/products/6234/6234098_ra.jpg,Scosche - MagicMOUNT Power Car Holder/Charger for Mobile Phones - Black,2.0,True,3.0,29.99,https://img.bbystatic.com/BestBuy_US/images/products/6234/6234098_r.gif,33991052826.0
506,,DIGITAL COMMUNICATIO,3.0,False,6257160,https://img.bbystatic.com/BestBuy_US/images/products/6257/6257160_sb.jpg,UltraLast,https://img.bbystatic.com/BestBuy_US/images/products/6257/6257160_sa.jpg,UltraLast - Lithium-Polymer Battery for Motorola Moto Z Droid Edition XLTE Cell Phones,,False,3.0,13.99,https://img.bbystatic.com/BestBuy_US/images/products/6257/6257160_s.gif,728286991231.0
507,4.3,DIGITAL COMMUNICATIO,3.0,True,2043585,https://img.bbystatic.com/BestBuy_US/images/products/2043/2043585_sb.jpg,Trident,https://img.bbystatic.com/BestBuy_US/images/products/2043/2043585_sa.jpg,Trident - Aegis Case for Samsung Galaxy S 4 Cell Phones - Blue,12.0,False,3.0,14.99,https://img.bbystatic.com/BestBuy_US/images/products/2043/2043585_s.gif,848891004215.0
508,4.4,DIGITAL COMMUNICATIO,3.0,True,4202200,https://img.bbystatic.com/BestBuy_US/images/products/4202/4202200_rb.jpg,weBoost,https://img.bbystatic.com/BestBuy_US/images/products/4202/4202200_ra.jpg,weBoost - Drive 4G-X Cell Phone Signal Booster - Black,36.0,True,3.0,479.99,https://img.bbystatic.com/BestBuy_US/images/products/4202/4202200_r.gif,811815024866.0
509,4.5,DIGITAL COMMUNICATIO,3.0,True,4428609,https://img.bbystatic.com/BestBuy_US/images/products/4428/4428609_sb.jpg,Incipio,https://img.bbystatic.com/BestBuy_US/images/products/4428/4428609_sa.jpg,Incipio - NGP Soft Shell Case for Samsung Galaxy S6 edge Plus Cell Phones - Blue,2.0,False,3.0,9.99,https://img.bbystatic.com/BestBuy_US/images/products/4428/4428609_s.gif,840076144532.0
510,4.5,DIGITAL COMMUNICATIO,3.0,True,4428670,https://img.bbystatic.com/BestBuy_US/images/products/4428/4428670_sb.jpg,Incipio,https://img.bbystatic.com/BestBuy_US/images/products/4428/4428670_sa.jpg,Incipio - NGP Soft Shell Case for Samsung Galaxy S6 edge Plus Cell Phones - Black,2.0,True,3.0,9.99,https://img.bbystatic.com/BestBuy_US/images/products/4428/4428670_s.gif,840076144549.0
511,3.7,DIGITAL COMMUNICATIO,3.0,False,4763614,https://img.bbystatic.com/BestBuy_US/images/products/4763/4763614_sb.jpg,ToughTested,https://img.bbystatic.com/BestBuy_US/images/products/4763/4763614_sa.jpg,ToughTested - Pouch for Most Cell Phones - Camouflage,3.0,True,3.0,12.99,https://img.bbystatic.com/BestBuy_US/images/products/4763/4763614_s.gif,758302640898.0
512,4.5,DIGITAL COMMUNICATIO,3.0,True,4935934,https://img.bbystatic.com/BestBuy_US/images/products/4935/4935934_sb.jpg,Spigen,https://img.bbystatic.com/BestBuy_US/images/products/4935/4935934_sa.jpg,Spigen - Tough Armor Case for Samsung Galaxy S7 Edge Cell Phones - Black,22.0,False,3.0,19.99,https://img.bbystatic.com/BestBuy_US/images/products/4935/4935934_s.gif,8809466642395.0
513,4.4,DIGITAL COMMUNICATIO,3.0,True,4938103,https://img.bbystatic.com/BestBuy_US/images/products/4938/4938103_sb.jpg,Speck,https://img.bbystatic.com/BestBuy_US/images/products/4938/4938103_sa.jpg,Speck - CandyShell Clear Case for Samsung Galaxy S7 Cell Phones - Clear,740.0,True,3.0,27.99,https://img.bbystatic.com/BestBuy_US/images/products/4938/4938103_s.gif,848709032478.0
514,4.4,DIGITAL COMMUNICATIO,3.0,True,4938106,https://img.bbystatic.com/BestBuy_US/images/products/4938/4938106_sb.jpg,Speck,https://img.bbystatic.com/BestBuy_US/images/products/4938/4938106_sa.jpg,Speck - CandyShell Clear Case for Samsung Galaxy S7 edge Cell Phones - Clear,1255.0,True,3.0,27.99,https://img.bbystatic.com/BestBuy_US/images/products/4938/4938106_s.gif,848709032652.0
515,4.4,DIGITAL COMMUNICATIO,3.0,True,5712439,https://img.bbystatic.com/BestBuy_US/images/products/5712/5712439_sb.jpg,Total Wireless,https://img.bbystatic.com/BestBuy_US/images/products/5712/5712439_sa.jpg,Total Wireless - $35 Prepaid Phone Card,116.0,True,5.0,35.0,https://img.bbystatic.com/BestBuy_US/images/products/5712/5712439_s.gif,616960182337.0
516,3.0,MOBILE AUDIO,11.0,True,5785427,https://img.bbystatic.com/BestBuy_US/images/products/5785/5785427_sb.jpg,Scosche,https://img.bbystatic.com/BestBuy_US/images/products/5785/5785427_sa.jpg,Scosche - HandleIT pro Bike Holder for Mobile Phones - Black,1.0,False,3.0,23.99,https://img.bbystatic.com/BestBuy_US/images/products/5785/5785427_s.gif,33991044227.0
517,,MOBILE AUDIO,11.0,True,5819421,https://img.bbystatic.com/BestBuy_US/images/products/5819/5819421_sb.jpg,Metra,https://img.bbystatic.com/BestBuy_US/images/products/5819/5819421_sa.jpg,"Metra - Pocket Mount for Samsung Galaxy S III, S 4, Note and Note II Cell Phones - Black",,True,3.0,149.99,https://img.bbystatic.com/BestBuy_US/images/products/5819/5819421_s.gif,86429288335.0
518,5.0,DIGITAL COMMUNICATIO,3.0,False,5892184,https://img.bbystatic.com/BestBuy_US/images/products/5892/5892184_rb.jpg,HTC,https://img.bbystatic.com/BestBuy_US/images/products/5892/5892184_ra.jpg,HTC - Bluetooth Stereo Clip for HTC One X Mobile Phones - Black,1.0,False,3.0,59.99,https://img.bbystatic.com/BestBuy_US/images/products/5892/5892184_r.gif,821793026448.0
519,,AUDIO,1.0,True,5948114,https://img.bbystatic.com/BestBuy_US/images/products/5948/5948114_sb.jpg,IK Multimedia,https://img.bbystatic.com/BestBuy_US/images/products/5948/5948114_sa.jpg,IK Multimedia - iKlip A/V Shooting Grip for Mobile Phones - Black,,True,3.0,179.99,https://img.bbystatic.com/BestBuy_US/images/products/5948/5948114_s.gif,888680643522.0
520,,MOBILE AUDIO,11.0,True,6006309,https://img.bbystatic.com/BestBuy_US/images/products/6006/6006309_sb.jpg,Scosche,https://img.bbystatic.com/BestBuy_US/images/products/6006/6006309_sa.jpg,Scosche - HandleIT Pro H2O Bike Holder for Mobile Phones - Black,,True,3.0,24.99,https://img.bbystatic.com/BestBuy_US/images/products/6006/6006309_s.gif,33991058453.0
521,3.8,DIGITAL COMMUNICATIO,3.0,True,6006802,https://img.bbystatic.com/BestBuy_US/images/products/6006/6006802_sb.jpg,Platinum,https://img.bbystatic.com/BestBuy_US/images/products/6006/6006802_sa.jpg,Platinum - Protective Case for Samsung Galaxy Note8 Cell Phones - Black,129.0,True,3.0,24.99,https://img.bbystatic.com/BestBuy_US/images/products/6006/6006802_s.gif,600603221378.0
522,4.6,DIGITAL COMMUNICATIO,3.0,True,6040200,https://img.bbystatic.com/BestBuy_US/images/products/6040/6040200_sb.jpg,Speck,https://img.bbystatic.com/BestBuy_US/images/products/6040/6040200_sa.jpg,Speck - Presidio GRIP Case for Samsung Galaxy Note8 Cell Phones - Black,181.0,True,3.0,44.99,https://img.bbystatic.com/BestBuy_US/images/products/6040/6040200_s.gif,848709048271.0
523,3.0,DIGITAL COMMUNICATIO,3.0,True,6109605,https://img.bbystatic.com/BestBuy_US/images/products/6109/6109605_rb.jpg,weBoost,https://img.bbystatic.com/BestBuy_US/images/products/6109/6109605_ra.jpg,weBoost - Drive 4G-X RV Cell Phone Signal Booster - Black,3.0,True,3.0,499.99,https://img.bbystatic.com/BestBuy_US/images/products/6109/6109605_r.gif,811815024859.0
524,4.7,DIGITAL COMMUNICATIO,3.0,True,6109609,https://img.bbystatic.com/BestBuy_US/images/products/6109/6109609_rb.jpg,weBoost,https://img.bbystatic.com/BestBuy_US/images/products/6109/6109609_ra.jpg,weBoost - Drive 4G-X OTR Cell Phone Signal Booster - Black,3.0,True,3.0,499.99,https://img.bbystatic.com/BestBuy_US/images/products/6109/6109609_r.gif,811815024835.0
525,4.4,PHOTO/COMMODITIES,5.0,True,6189301,https://img.bbystatic.com/BestBuy_US/images/products/6189/6189301_rb.jpg,DJI,https://img.bbystatic.com/BestBuy_US/images/products/6189/6189301_ra.jpg,DJI - Osmo Mobile 2 3-Axis Gimbal Stabilizer for Mobile Phones - Gray,98.0,True,3.0,139.99,https://img.bbystatic.com/BestBuy_US/images/products/6189/6189301_r.gif,190021308411.0
526,4.0,DIGITAL COMMUNICATIO,3.0,True,6197911,https://img.bbystatic.com/BestBuy_US/images/products/6197/6197911_sb.jpg,Total Wireless,https://img.bbystatic.com/BestBuy_US/images/products/6197/6197911_sa.jpg,Total Wireless - $10 Prepaid Phone Card,4.0,True,5.0,10.0,https://img.bbystatic.com/BestBuy_US/images/products/6197/6197911_s.gif,616960267348.0
527,5.0,DIGITAL COMMUNICATIO,3.0,True,6197913,https://img.bbystatic.com/BestBuy_US/images/products/6197/6197913_sb.jpg,Total Wireless,https://img.bbystatic.com/BestBuy_US/images/products/6197/6197913_sa.jpg,Total Wireless - $80 Prepaid Phone Card,1.0,True,5.0,85.0,https://img.bbystatic.com/BestBuy_US/images/products/6197/6197913_s.gif,616960267324.0
528,,DIGITAL COMMUNICATIO,3.0,True,6197915,https://img.bbystatic.com/BestBuy_US/images/products/6197/6197915_sb.jpg,Total Wireless,https://img.bbystatic.com/BestBuy_US/images/products/6197/6197915_sa.jpg,Total Wireless - $100 Prepaid Phone Card,,True,5.0,100.0,https://img.bbystatic.com/BestBuy_US/images/products/6197/6197915_s.gif,616960267331.0
529,,DIGITAL COMMUNICATIO,3.0,False,6203145,https://img.bbystatic.com/BestBuy_US/images/products/6203/6203145_rb.jpg,Bracketron,https://img.bbystatic.com/BestBuy_US/images/products/6203/6203145_ra.jpg,Bracketron - Twist N Grab Dash Mount for Most Cell Phones - Black,,True,3.0,17.99,https://img.bbystatic.com/BestBuy_US/images/products/6203/6203145_r.gif,874688007251.0
530,5.0,DIGITAL COMMUNICATIO,3.0,True,6240909,https://img.bbystatic.com/BestBuy_US/images/products/6240/6240909_sb.jpg,Phoozy,https://img.bbystatic.com/BestBuy_US/images/products/6240/6240909_sa.jpg,Phoozy - XP3 Plus Pouch for Most Cell Phones - Realtree EDGE,1.0,True,3.0,49.99,https://img.bbystatic.com/BestBuy_US/images/products/6240/6240909_s.gif,854324008026.0
531,5.0,DIGITAL COMMUNICATIO,3.0,True,6240910,https://img.bbystatic.com/BestBuy_US/images/products/6240/6240910_sb.jpg,Phoozy,https://img.bbystatic.com/BestBuy_US/images/products/6240/6240910_sa.jpg,Phoozy - XP3 Realtree Fishing Pouch for Most Cell Phones - Pink,1.0,True,3.0,49.99,https://img.bbystatic.com/BestBuy_US/images/products/6240/6240910_s.gif,854324008088.0
532,,DIGITAL COMMUNICATIO,3.0,True,6240912,https://img.bbystatic.com/BestBuy_US/images/products/6240/6240912_sb.jpg,Phoozy,https://img.bbystatic.com/BestBuy_US/images/products/6240/6240912_sa.jpg,Phoozy - XP3 Realtree Fishing Pouch for Most Cell Phones - Blue Camo,,True,3.0,49.99,https://img.bbystatic.com/BestBuy_US/images/products/6240/6240912_s.gif,854324008071.0
533,,DIGITAL COMMUNICATIO,3.0,True,6240915,https://img.bbystatic.com/BestBuy_US/images/products/6240/6240915_sb.jpg,Phoozy,https://img.bbystatic.com/BestBuy_US/images/products/6240/6240915_sa.jpg,Phoozy - XP3 Realtree Fishing Pouch for Most Cell Phones - Green,,True,3.0,49.99,https://img.bbystatic.com/BestBuy_US/images/products/6240/6240915_s.gif,854324008057.0
534,5.0,DIGITAL COMMUNICATIO,3.0,True,6240917,https://img.bbystatic.com/BestBuy_US/images/products/6240/6240917_sb.jpg,Phoozy,https://img.bbystatic.com/BestBuy_US/images/products/6240/6240917_sa.jpg,Phoozy - XP3 Realtree Fishing Pouch for Most Cell Phones - Green,1.0,True,3.0,49.99,https://img.bbystatic.com/BestBuy_US/images/products/6240/6240917_s.gif,854324008040.0
535,5.0,DIGITAL COMMUNICATIO,3.0,True,6240919,https://img.bbystatic.com/BestBuy_US/images/products/6240/6240919_sb.jpg,Phoozy,https://img.bbystatic.com/BestBuy_US/images/products/6240/6240919_sa.jpg,Phoozy - XP3 Realtree Fishing Pouch for Most Cell Phones - Blue Camo,1.0,True,3.0,49.99,https://img.bbystatic.com/BestBuy_US/images/products/6240/6240919_s.gif,854324008064.0
536,,DIGITAL COMMUNICATIO,3.0,True,6240921,https://img.bbystatic.com/BestBuy_US/images/products/6240/6240921_sb.jpg,Phoozy,https://img.bbystatic.com/BestBuy_US/images/products/6240/6240921_sa.jpg,Phoozy - XP3 Realtree Fishing Pouch for Most Cell Phones - Pink,,True,3.0,49.99,https://img.bbystatic.com/BestBuy_US/images/products/6240/6240921_s.gif,854324008095.0
537,,DIGITAL COMMUNICATIO,3.0,True,6240924,https://img.bbystatic.com/BestBuy_US/images/products/6240/6240924_sb.jpg,Phoozy,https://img.bbystatic.com/BestBuy_US/images/products/6240/6240924_sa.jpg,Phoozy - XP3 XL Pouch for Most Cell Phones - Realtree EDGE,,True,3.0,49.99,https://img.bbystatic.com/BestBuy_US/images/products/6240/6240924_s.gif,854324008033.0
538,4.5,DIGITAL COMMUNICATIO,3.0,False,8509908,https://img.bbystatic.com/BestBuy_US/images/products/8509/8509908_sb.jpg,iOttie,https://img.bbystatic.com/BestBuy_US/images/products/8509/8509908_sa.jpg,iOttie - Easy One Touch 2 Car Mount Holder for Select Cell Phones - Black,127.0,False,3.0,15.99,https://img.bbystatic.com/BestBuy_US/images/products/8509/8509908_s.gif,859301003834.0
539,,DIGITAL COMMUNICATIO,3.0,False,9422368,https://img.bbystatic.com/BestBuy_US/images/products/9422/9422368_sb.jpg,UltraLast,https://img.bbystatic.com/BestBuy_US/images/products/9422/9422368_sa.jpg,UltraLast - Lithium-Ion Battery for Select Motorola Cell Phones,,True,3.0,22.99,https://img.bbystatic.com/BestBuy_US/images/products/9422/9422368_s.gif,728286939301.0
540,4.6,DIGITAL COMMUNICATIO,3.0,True,5857705,https://img.bbystatic.com/BestBuy_US/images/products/5857/5857705_rb.jpg,Samsung,https://img.bbystatic.com/BestBuy_US/images/products/5857/5857705_ra.jpg,Samsung - DeX Dock Station for Galaxy S8/Galaxy S8+ Mobile Phones - Black,48.0,True,3.0,109.99,https://img.bbystatic.com/BestBuy_US/images/products/5857/5857705_r.gif,887276215648.0
541,4.6,DIGITAL COMMUNICATIO,3.0,True,6186006,https://img.bbystatic.com/BestBuy_US/images/products/6186/6186006_rb.jpg,Samsung,https://img.bbystatic.com/BestBuy_US/images/products/6186/6186006_ra.jpg,Samsung - DeX Pad Dock for Galaxy S9/S9+ Mobile Phones - Black,23.0,True,3.0,69.99,https://img.bbystatic.com/BestBuy_US/images/products/6186/6186006_r.gif,887276253404.0
542,4.0,PHOTO/COMMODITIES,5.0,True,5354087,,Panasonic,,Panasonic - DECT 6.0 Cordless Phone - Silver,7.0,False,5.0,65.99,,885170180390.0
543,,DIGITAL COMMUNICATIO,3.0,False,6260812,https://img.bbystatic.com/BestBuy_US/images/products/6260/6260812_sb.jpg,Razer,https://img.bbystatic.com/BestBuy_US/images/products/6260/6260812_sa.jpg,Razer - Word Case for Razer Phone - Black,,False,3.0,29.99,https://img.bbystatic.com/BestBuy_US/images/products/6260/6260812_s.gif,814855025787.0
