,categoryNode,categoryPath,customerRating,itemId,largeImage,mediumImage,name,numReviews,offerType,parentItemId,salePrice,thumbnailImage,upc
0,1085632_1094344_2365074,Seasonal/Father's Day/Father's Day Electronics,0.0,712004929,https://i5.walmartimages.com/asr/f9ddc826-fa3d-4e7e-bb2f-5936315967fb_1.9884fc74cdad1d22b733787df0407a45.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/f9ddc826-fa3d-4e7e-bb2f-5936315967fb_1.9884fc74cdad1d22b733787df0407a45.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,ZOJI-Z7 4G Mobile Cell Phone Quad Core Fingerprint Unlock 2GB RAM+16GB ROM IP68 Waterproof Smart Phone UK Plug black,0,ONLINE_ONLY,712004929,127.64,https://i5.walmartimages.com/asr/f9ddc826-fa3d-4e7e-bb2f-5936315967fb_1.9884fc74cdad1d22b733787df0407a45.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,192278851443
1,1229749_1070964_3977,Office/Office Technology/Phones & Accessories/All Phones,0.0,774166579,https://i5.walmartimages.com/asr/44d9a4d9-7b01-4fd0-b7c9-af55d17766d9_1.9e7e093c861957a26da55c1c6e4b19bc.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/44d9a4d9-7b01-4fd0-b7c9-af55d17766d9_1.9e7e093c861957a26da55c1c6e4b19bc.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"""Vtech CS6909 (4-Pack) Accessory Handset for CS69xx""",0,ONLINE_ONLY,774166579,104.85,https://i5.walmartimages.com/asr/44d9a4d9-7b01-4fd0-b7c9-af55d17766d9_1.9e7e093c861957a26da55c1c6e4b19bc.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,657379498404
2,1229749_1070964_3977,Office/Office Technology/Phones & Accessories/All Phones,0.0,138382833,https://i5.walmartimages.com/asr/289b3510-23a1-4e0b-bbdc-174189e94d55_1.c7ac3956fecc6290935d0d451389a2ac.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/289b3510-23a1-4e0b-bbdc-174189e94d55_1.c7ac3956fecc6290935d0d451389a2ac.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,Escence 2 SIP Account IP Phone,0,ONLINE_ONLY,138382833,149.0,https://i5.walmartimages.com/asr/289b3510-23a1-4e0b-bbdc-174189e94d55_1.c7ac3956fecc6290935d0d451389a2ac.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,700443222761
3,1229749_1070964_3977,Office/Office Technology/Phones & Accessories/Internet Phone Products (VoIP),0.0,519023948,https://i5.walmartimages.com/asr/087c8a72-2c70-4b0e-920e-5804b1af5163_1.79254c881bc320ba144eb44cd1741cc3.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/087c8a72-2c70-4b0e-920e-5804b1af5163_1.79254c881bc320ba144eb44cd1741cc3.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,IP PHONE 7841 FOR 3RD PARTY CALL CONTROL,0,ONLINE_ONLY,519023948,140.7,https://i5.walmartimages.com/asr/087c8a72-2c70-4b0e-920e-5804b1af5163_1.79254c881bc320ba144eb44cd1741cc3.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,882658829802
4,1105910_1072335_1231295,Cell Phones/No-Contract Phones & Plans/Shop Phones by Operating System/Android,0.0,460217854,https://i5.walmartimages.com/asr/f1488e6d-5a56-4eaf-9b2c-7a0d86818420_1.2fc1e022359228fcc247075b1d34be9e.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/f1488e6d-5a56-4eaf-9b2c-7a0d86818420_1.2fc1e022359228fcc247075b1d34be9e.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,Indigi® 5.6inch 2018 4G LTE Unlocked Android 6 SmartPhone [2SIM + Quad-CORE + Fingerprint Scan] Aluminum Black,0,ONLINE_ONLY,460217854,129.99,https://i5.walmartimages.com/asr/f1488e6d-5a56-4eaf-9b2c-7a0d86818420_1.2fc1e022359228fcc247075b1d34be9e.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,798711873555
5,1229749_1070964_3977,Office/Office Technology/Phones & Accessories/All Phones,0.0,38595260,https://i5.walmartimages.com/asr/a0b3760c-17df-4d32-883a-99bbac01c95b_1.bc84dd566500d792b32986b3cb8b9e1b.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/a0b3760c-17df-4d32-883a-99bbac01c95b_1.bc84dd566500d792b32986b3cb8b9e1b.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"""AT&T CL80101 (5-Pack) Cordless Extension Handset""",0,ONLINE_ONLY,38595260,112.92,https://i5.walmartimages.com/asr/a0b3760c-17df-4d32-883a-99bbac01c95b_1.bc84dd566500d792b32986b3cb8b9e1b.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,616174199923
6,1105910_1231203_1231205,Cell Phones/Shop Phones by Operating System/Android,0.0,589207749,https://i5.walmartimages.com/asr/a94fdc49-63df-4be2-bce7-5024f2ceeafe_1.137dae416cff03e96a13c03bfd432b1e.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/a94fdc49-63df-4be2-bce7-5024f2ceeafe_1.137dae416cff03e96a13c03bfd432b1e.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,Portable R11s 5.5 Inch 3G QHD Quad-core Mobile Phone Dual Sim Dual Standby Smart Phone with Dual Camera for Android 6.0 champagne gold,0,ONLINE_ONLY,589207749,109.4,https://i5.walmartimages.com/asr/a94fdc49-63df-4be2-bce7-5024f2ceeafe_1.137dae416cff03e96a13c03bfd432b1e.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,192278850620
7,1105910_1231203_1231205,Cell Phones/Shop Phones by Operating System/Android,0.0,948442775,https://i5.walmartimages.com/asr/2c9f0ea3-1562-42ca-b9a3-6a45fb5e26a4_1.fe2ead71deeea3490f546eec54292754.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/2c9f0ea3-1562-42ca-b9a3-6a45fb5e26a4_1.fe2ead71deeea3490f546eec54292754.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"OUKITEL K4000 Plus 5"" HD Screen 4100mAh Press Fingerprint 2GB RAM+16GB ROM 2.5D Quad-Core 1.3GHz Cell Phone EU Plug golden",0,ONLINE_ONLY,948442775,133.55,https://i5.walmartimages.com/asr/2c9f0ea3-1562-42ca-b9a3-6a45fb5e26a4_1.fe2ead71deeea3490f546eec54292754.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,192278851542
8,1105910_1231203_1231205,Cell Phones/Shop Phones by Operating System/Android,0.0,429970579,https://i5.walmartimages.com/asr/f50d7599-abe3-4e07-8336-681951011e53_1.6df11138a158c25a90f8721786647a4e.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/f50d7599-abe3-4e07-8336-681951011e53_1.6df11138a158c25a90f8721786647a4e.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"CUBOT X16 5.0"" 4G LTE FHD Android 5.1 MT6735 Quad Core 16GB+2GB Smartphone",0,ONLINE_ONLY,429970579,142.86,https://i5.walmartimages.com/asr/f50d7599-abe3-4e07-8336-681951011e53_1.6df11138a158c25a90f8721786647a4e.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,661909435050
9,1229749_1070964_3977,Office/Office Technology/Phones & Accessories/All Phones,0.0,33279029,https://i5.walmartimages.com/asr/2e1aa35d-1e82-4c10-b1fe-8a4ec956ffd6_1.64639d42779ef3c4ebda33c87b6104ac.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/2e1aa35d-1e82-4c10-b1fe-8a4ec956ffd6_1.64639d42779ef3c4ebda33c87b6104ac.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,Serene Innovations HD talking CID cordless,0,ONLINE_ONLY,33279029,111.89,https://i5.walmartimages.com/asr/2e1aa35d-1e82-4c10-b1fe-8a4ec956ffd6_1.64639d42779ef3c4ebda33c87b6104ac.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,804879180500
10,1229749_1070964_3977,Office/Office Technology/Phones & Accessories/Internet Phone Products (VoIP),0.0,881849619,https://i5.walmartimages.com/asr/c5f6bb30-5a50-495b-9f3e-05690e2f75bb_1.8492c0edef7abcd20ef1e1fbfd23bc32.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/c5f6bb30-5a50-495b-9f3e-05690e2f75bb_1.8492c0edef7abcd20ef1e1fbfd23bc32.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,Shoretel IP 420 Phone (10495),0,ONLINE_ONLY,881849619,141.05,https://i5.walmartimages.com/asr/c5f6bb30-5a50-495b-9f3e-05690e2f75bb_1.8492c0edef7abcd20ef1e1fbfd23bc32.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,618930368796
11,1105910_1127173_4907762,Cell Phones/iPhones/Refurbished iPhones/Refurbished iPhone 5S,0.0,147546619,https://i5.walmartimages.com/asr/b39b0871-56b0-4373-b110-6e9a6d25e87b_1.a172e9d8cdf4636d97471a1cbda8b120.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/b39b0871-56b0-4373-b110-6e9a6d25e87b_1.a172e9d8cdf4636d97471a1cbda8b120.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,Refurbished Apple iPhone 5S 16GB Silver LTE Cellular AT&T ME306LL/A,0,ONLINE_ONLY,147546619,109.97,https://i5.walmartimages.com/asr/b39b0871-56b0-4373-b110-6e9a6d25e87b_1.a172e9d8cdf4636d97471a1cbda8b120.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,191081094979
12,1229749_1070964_3977,Office/Office Technology/Phones & Accessories/All Phones,0.0,42578819,https://i5.walmartimages.com/asr/6492ec76-d6e1-4c31-94ab-96f4be9db4ad_1.f907b20ccae747906de64d77a71129ea.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/6492ec76-d6e1-4c31-94ab-96f4be9db4ad_1.f907b20ccae747906de64d77a71129ea.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"""Clarity CLARITY-D712C3M 59470.000 D712 + 3 D702HS""",0,ONLINE_ONLY,42578819,148.23,https://i5.walmartimages.com/asr/6492ec76-d6e1-4c31-94ab-96f4be9db4ad_1.f907b20ccae747906de64d77a71129ea.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,616174507490
13,1229749_1070964_3977,Office/Office Technology/Phones & Accessories/All Phones,0.0,919968346,https://i5.walmartimages.com/asr/dc60d7f0-46d0-4946-977f-e9bf1c208161_2.33a658095005b292949c0fa22e7ad5f6.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/dc60d7f0-46d0-4946-977f-e9bf1c208161_2.33a658095005b292949c0fa22e7ad5f6.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Panasonic Consumer  DECT 6.0, 3 Handsets, Big Buttons, TAD",0,ONLINE_ONLY,919968346,129.58,https://i5.walmartimages.com/asr/dc60d7f0-46d0-4946-977f-e9bf1c208161_2.33a658095005b292949c0fa22e7ad5f6.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,637315468289
14,1229749_1070964_3977,Office/Office Technology/Phones & Accessories/All Phones,0.0,436864551,https://i5.walmartimages.com/asr/c5858e4e-cace-4659-a8f4-d99d0a0815a3_1.373133d10f974505b2cb3fe9d0493edd.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/c5858e4e-cace-4659-a8f4-d99d0a0815a3_1.373133d10f974505b2cb3fe9d0493edd.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,Clarity  Cordless Bluetooth Phone with ITAD,0,ONLINE_ONLY,436864551,120.98,https://i5.walmartimages.com/asr/c5858e4e-cace-4659-a8f4-d99d0a0815a3_1.373133d10f974505b2cb3fe9d0493edd.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,637315446645
15,1229749_1070964_3977,Office/Office Technology/Phones & Accessories/Internet Phone Products (VoIP),0.0,791614870,https://i5.walmartimages.com/asr/ff2d7235-fc24-4117-9dcc-11a6b8494d5f_1.55d1bad279ac5ebb0f5f2bc7912960d6.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/ff2d7235-fc24-4117-9dcc-11a6b8494d5f_1.55d1bad279ac5ebb0f5f2bc7912960d6.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Refurbished ""Yealink SIP-W52P Business IP DECT Phone""",0,ONLINE_ONLY,791614870,140.73,https://i5.walmartimages.com/asr/ff2d7235-fc24-4117-9dcc-11a6b8494d5f_1.55d1bad279ac5ebb0f5f2bc7912960d6.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,644391362370
