,categoryNode,categoryPath,customerRating,itemId,largeImage,mediumImage,name,numReviews,offerType,parentItemId,salePrice,thumbnailImage,upc
318,3944_1060825_447913,Electronics/TV & Video/All TVs,0.0,55581351,https://i5.walmartimages.com/asr/15e94518-fee7-458a-9873-717d4b2df55a_1.b5796e74ffbf9b03e78ecdd7e915e67d.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/15e94518-fee7-458a-9873-717d4b2df55a_1.b5796e74ffbf9b03e78ecdd7e915e67d.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Supersonic 15.6"" Class - HD, LED TV - 720p, 60Hz (SC-1511) and Mohu Leaf 50 HDTV Antenna",0,ONLINE_ONLY,55581351,141.02,https://i5.walmartimages.com/asr/15e94518-fee7-458a-9873-717d4b2df55a_1.b5796e74ffbf9b03e78ecdd7e915e67d.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,815906027811
319,3944_1060825_447913,Electronics/TV & Video/All TVs,0.0,55581336,https://i5.walmartimages.com/asr/7845466d-ae2f-46ab-a9a5-2fd135d04fc0_1.d673f3c51b06212bcf5caa6bf5cd0388.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/7845466d-ae2f-46ab-a9a5-2fd135d04fc0_1.d673f3c51b06212bcf5caa6bf5cd0388.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Supersonic 13.3"" Class - HD, LED TV/DVD Combination - 720p, 60Hz (SC-1312) and Mohu Leaf 30 HDTV Antenna",0,ONLINE_ONLY,55581336,182.7,https://i5.walmartimages.com/asr/7845466d-ae2f-46ab-a9a5-2fd135d04fc0_1.d673f3c51b06212bcf5caa6bf5cd0388.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,815906027668
320,3944_1060825_447913,Electronics/TV & Video/All TVs,0.0,55844189,https://i5.walmartimages.com/asr/890defc8-e44f-4512-8697-380bb2394c4b_1.98da104b9f11a28956d250d14cc39ea1.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/890defc8-e44f-4512-8697-380bb2394c4b_1.98da104b9f11a28956d250d14cc39ea1.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Supersonic 15.6"" Class - HD LED TV - 720p, 60Hz (SC-1511) and SC-612 HDTV Flat Digital Antenna",0,ONLINE_ONLY,55844189,156.61,https://i5.walmartimages.com/asr/890defc8-e44f-4512-8697-380bb2394c4b_1.98da104b9f11a28956d250d14cc39ea1.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,818549021680
321,3944_1060825_447913,Electronics/TV & Video/All TVs,0.0,872957576,https://i5.walmartimages.com/asr/a3ddaafc-4d10-485b-a116-9e24edad2230_1.cd291fff29b2bdf2b3ffd92fcf378472.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/a3ddaafc-4d10-485b-a116-9e24edad2230_1.cd291fff29b2bdf2b3ffd92fcf378472.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Supersonic SC-1311 13.3"" 720p LED-LCD TV",0,ONLINE_ONLY,872957576,105.33,https://i5.walmartimages.com/asr/a3ddaafc-4d10-485b-a116-9e24edad2230_1.cd291fff29b2bdf2b3ffd92fcf378472.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,803931147376
322,3944_1060825_447913,Electronics/TV & Video/All TVs,0.0,55581380,https://i5.walmartimages.com/asr/d83e32a8-80ae-4b37-9744-a90543ba990f_1.550978db7d32e4ef84b7999f6a0edaa8.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/d83e32a8-80ae-4b37-9744-a90543ba990f_1.550978db7d32e4ef84b7999f6a0edaa8.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Supersonic 15.6"" Class - HD, LED TV - 720p, 60Hz (SC-1512) and Mohu Curve 30 Indoor HDTV Antenna",0,ONLINE_ONLY,55581380,162.53,https://i5.walmartimages.com/asr/d83e32a8-80ae-4b37-9744-a90543ba990f_1.550978db7d32e4ef84b7999f6a0edaa8.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,815906027545
323,3944_1060825_447913,Electronics/TV & Video/All TVs,0.0,3369919,https://i5.walmartimages.com/asr/d3abff9a-3f91-4316-b0d3-9c98b90146f9_1.d54fa9bba9caa744b78148b5222dc0b4.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/d3abff9a-3f91-4316-b0d3-9c98b90146f9_1.d54fa9bba9caa744b78148b5222dc0b4.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"X - Six (TV Series, Vol. 6)",0,ONLINE_ONLY,3369919,148.97,https://i5.walmartimages.com/asr/d3abff9a-3f91-4316-b0d3-9c98b90146f9_1.d54fa9bba9caa744b78148b5222dc0b4.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,13023182998
324,3944_1060825_447913,Electronics/TV & Video/All TVs,0.0,879407163,https://i5.walmartimages.com/asr/c68a0b70-99f7-422d-98cb-6ebb1f79e337_1.1a5d1a8c7935ab53609ee41023801df8.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/c68a0b70-99f7-422d-98cb-6ebb1f79e337_1.1a5d1a8c7935ab53609ee41023801df8.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Axess 24"" 1080p Widescreen Full HD LED TV",0,ONLINE_ONLY,879407163,179.0,https://i5.walmartimages.com/asr/c68a0b70-99f7-422d-98cb-6ebb1f79e337_1.1a5d1a8c7935ab53609ee41023801df8.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,818443016577
325,3944_1060825_447913,Electronics/TV & Video/All TVs,0.0,862487192,https://i5.walmartimages.com/asr/f5d5ce01-8d55-474f-ac7b-955189dab31d_1.b7353876b9e18f6d0c0273c42e08cfb0.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/f5d5ce01-8d55-474f-ac7b-955189dab31d_1.b7353876b9e18f6d0c0273c42e08cfb0.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,HD 1080P WiFi LED LCD Home Cinema Projector Movie HDMI USB VGA For Android,0,ONLINE_ONLY,862487192,189.62,https://i5.walmartimages.com/asr/f5d5ce01-8d55-474f-ac7b-955189dab31d_1.b7353876b9e18f6d0c0273c42e08cfb0.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,727780884773
326,3944_1060825_447913,Electronics/TV & Video/All TVs,0.0,438046445,https://i5.walmartimages.com/asr/aa6cb16f-9cd0-4e2a-87ef-d9f97b544773_1.ac1bff897d99b12ee05fa419aaeab627.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/aa6cb16f-9cd0-4e2a-87ef-d9f97b544773_1.ac1bff897d99b12ee05fa419aaeab627.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,LED HD TV 32 720p HDTV Flat Screen with HDMI Slim Bezel Wall Mountable,0,ONLINE_ONLY,438046445,187.23,https://i5.walmartimages.com/asr/aa6cb16f-9cd0-4e2a-87ef-d9f97b544773_1.ac1bff897d99b12ee05fa419aaeab627.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,723902559376
327,3944_1060825_447913,Electronics/TV & Video/All TVs,0.0,958118260,https://i5.walmartimages.com/asr/b124112f-1075-4cfd-ab97-1991d0f94487_1.c25787e0ec10e4544f4af303280ff947.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/b124112f-1075-4cfd-ab97-1991d0f94487_1.c25787e0ec10e4544f4af303280ff947.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,HP 2QU11AA 22YH 21.5 inch LED Backlit LCD TN Monitor with  1920 x 1080 @ 60 Hz Resolution,0,ONLINE_ONLY,958118260,122.69,https://i5.walmartimages.com/asr/b124112f-1075-4cfd-ab97-1991d0f94487_1.c25787e0ec10e4544f4af303280ff947.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,192545118392
328,3944_1060825_447913,Electronics/TV & Video/All TVs,0.0,590204444,https://i5.walmartimages.com/asr/ff7b497c-41e0-42f3-91d5-492757bb4eab_1.51f2448a3d9579c295fbde4178744197.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/ff7b497c-41e0-42f3-91d5-492757bb4eab_1.51f2448a3d9579c295fbde4178744197.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"LCD TV & ATSC Tuner, Rechargeable Battery - 9 in.",0,ONLINE_ONLY,590204444,112.08,https://i5.walmartimages.com/asr/ff7b497c-41e0-42f3-91d5-492757bb4eab_1.51f2448a3d9579c295fbde4178744197.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,654204439502
329,3944_1060825_447913,Electronics/TV & Video/All TVs,0.0,55369576,https://i5.walmartimages.com/asr/7b3793b4-261b-4eed-928a-7cc877eff05b_1.1886fd4040daacc629aea6ba8f59484a.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/7b3793b4-261b-4eed-928a-7cc877eff05b_1.1886fd4040daacc629aea6ba8f59484a.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Avera 24"" Class - HD, LED TV - 720p, 60Hz (24AER10)",0,ONLINE_ONLY,55369576,105.19,https://i5.walmartimages.com/asr/7b3793b4-261b-4eed-928a-7cc877eff05b_1.1886fd4040daacc629aea6ba8f59484a.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,741456140345
330,3944_1060825_1939756,Electronics/TV & Video/TVs by Brand/Sceptre TVs,4.571000000000001,20370536,https://i5.walmartimages.com/asr/3aa5c472-b79b-44bd-a258-96cfbf5b11e7_1.3e57f157b1d1e848751ba0fabbe59b0f.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/3aa5c472-b79b-44bd-a258-96cfbf5b11e7_1.3e57f157b1d1e848751ba0fabbe59b0f.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Sceptre E246BV- 24"" Class 720p 60Hz LED HDTV",7,ONLINE_ONLY,20370536,125.74,https://i5.walmartimages.com/asr/3aa5c472-b79b-44bd-a258-96cfbf5b11e7_1.3e57f157b1d1e848751ba0fabbe59b0f.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,792343323341
331,3944_1060825_1229815,Electronics/TV & Video/Shop TVs by Type/LED TVs,3.8,30579330,https://i5.walmartimages.com/asr/b3d07819-0c08-4412-866b-998a7d211b71_1.c733abcbcbfad7902b09d36a7bdb1d8f.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/b3d07819-0c08-4412-866b-998a7d211b71_1.c733abcbcbfad7902b09d36a7bdb1d8f.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,NAXA 19” Class LED TV and Media Player (NT-1907),5,ONLINE_ONLY,30579330,116.92,https://i5.walmartimages.com/asr/b3d07819-0c08-4412-866b-998a7d211b71_1.c733abcbcbfad7902b09d36a7bdb1d8f.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,840005007723
332,3944_1060825_447913,Electronics/TV & Video/All TVs,0.0,270015423,https://i5.walmartimages.com/asr/2401cb86-c599-4d0a-8f2e-aaaf94a8a3fc_1.cf950a684a905c11fd537a91b39419e4.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/2401cb86-c599-4d0a-8f2e-aaaf94a8a3fc_1.cf950a684a905c11fd537a91b39419e4.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Jensen JE1914 19"" LED AC Television, White LED Illumination, High Performance Wide 16:9 LCD Panel, 1366 x 768 Resolution, 16.7 Million Colors, Integrated HDTV (ASTC) Tuner, VESA 100mm x 100mm",0,ONLINE_ONLY,270015423,139.33,https://i5.walmartimages.com/asr/2401cb86-c599-4d0a-8f2e-aaaf94a8a3fc_1.cf950a684a905c11fd537a91b39419e4.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,681787019548
333,3944_1060825_447913,Electronics/TV & Video/All TVs,5.0,55844202,https://i5.walmartimages.com/asr/2ab68dc7-f676-4e85-a12b-47b1ec94f7bd_1.c6a50156c97e0cbe0da6d8c2864bf02c.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/2ab68dc7-f676-4e85-a12b-47b1ec94f7bd_1.c6a50156c97e0cbe0da6d8c2864bf02c.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Supersonic 13.3"" Class - HD LED TV/DVD Combo - 720p, 60Hz (SC-1312) and SC-611 HDTV Flat Digital Antenna",1,ONLINE_ONLY,55844202,177.77,https://i5.walmartimages.com/asr/2ab68dc7-f676-4e85-a12b-47b1ec94f7bd_1.c6a50156c97e0cbe0da6d8c2864bf02c.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,818549021819
334,3944_1060825_1229815,Electronics/TV & Video/Shop TVs by Type/TV/DVD Combos,0.0,51741931,https://i5.walmartimages.com/asr/3f622153-399a-40a0-8efc-16e9d2f58874_1.7e62d36b3145c1d3fe646eb38c3963a3.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/3f622153-399a-40a0-8efc-16e9d2f58874_1.7e62d36b3145c1d3fe646eb38c3963a3.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Axess 24-Inch 1080p Digital LED Full HDTV, Includes AC/DC TV, DVD Player, HDMI/SD/USB Inputs, TVD1803-24",0,ONLINE_ONLY,51741931,192.0,https://i5.walmartimages.com/asr/3f622153-399a-40a0-8efc-16e9d2f58874_1.7e62d36b3145c1d3fe646eb38c3963a3.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,818443014702
335,3944_1060825_1229815,Electronics/TV & Video/Shop TVs by Type/LCD TVs,0.0,31427362,https://i5.walmartimages.com/asr/92b3a50e-8a8b-4234-9f67-3c840d06c125_1.3d1a89b236abe2772b0bae645238ff60.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/92b3a50e-8a8b-4234-9f67-3c840d06c125_1.3d1a89b236abe2772b0bae645238ff60.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,QUANTUM FX TV-LED1911 18.5 in. LED TV with ATSC-NTSC Tuner,0,ONLINE_ONLY,31427362,156.32,https://i5.walmartimages.com/asr/92b3a50e-8a8b-4234-9f67-3c840d06c125_1.3d1a89b236abe2772b0bae645238ff60.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,606540011911
336,3944_1060825_447913,Electronics/TV & Video/All TVs,0.0,135591431,https://i5.walmartimages.com/asr/ae265af2-11f8-4a86-bfdb-ca7d82a54c74_1.6417bb8c3fc3b9fb804f70de1bbbd5cc.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/ae265af2-11f8-4a86-bfdb-ca7d82a54c74_1.6417bb8c3fc3b9fb804f70de1bbbd5cc.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,Pyle 15.6-Inch 1080p LED TV | Ultra HD TV | LED Hi Res Widescreen Monitor with HDMI cable RCA Input | LED TV Monitor | Audio Streaming | Mac PC | Stereo Speakers | HD TV Wall Mount,0,ONLINE_ONLY,135591431,140.37,https://i5.walmartimages.com/asr/ae265af2-11f8-4a86-bfdb-ca7d82a54c74_1.6417bb8c3fc3b9fb804f70de1bbbd5cc.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,68888769082
337,3944_1060825_447913,Electronics/TV & Video/All TVs,0.0,673745647,https://i5.walmartimages.com/asr/98bd874d-1ffd-4530-8fc6-fe6a7edf066b_6.37dc3607383eab74b636ad615f75c073.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/98bd874d-1ffd-4530-8fc6-fe6a7edf066b_6.37dc3607383eab74b636ad615f75c073.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Supersonic SC-9715 15.6"" 720P LED TV, AC/DC Compatible With RV/Boat",0,ONLINE_ONLY,673745647,131.08,https://i5.walmartimages.com/asr/98bd874d-1ffd-4530-8fc6-fe6a7edf066b_6.37dc3607383eab74b636ad615f75c073.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,639131297159
338,3944_1060825_1229815,Electronics/TV & Video/Shop TVs by Type/LCD TVs,0.0,325120244,https://i5.walmartimages.com/asr/c1645967-bb75-4c41-8f98-ded1f7224dc0_1.286d6b1654b485885ded20ba1eb06537.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/c1645967-bb75-4c41-8f98-ded1f7224dc0_1.286d6b1654b485885ded20ba1eb06537.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,Portable TV ATSC with Rechargeable Battery,0,ONLINE_ONLY,325120244,149.49,https://i5.walmartimages.com/asr/c1645967-bb75-4c41-8f98-ded1f7224dc0_1.286d6b1654b485885ded20ba1eb06537.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,728072415514
339,3944_1060825_447913,Electronics/TV & Video/All TVs,4.0,48885851,https://i5.walmartimages.com/asr/4170e241-3222-4260-9f64-596e2ee9681b_1.2f35941b96c56cb782aa1235c750caf2.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/4170e241-3222-4260-9f64-596e2ee9681b_1.2f35941b96c56cb782aa1235c750caf2.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Polaroid 24"" Class HD (720P) LED TV (24GSR3000SA)",1,ONLINE_ONLY,48885851,140.83,https://i5.walmartimages.com/asr/4170e241-3222-4260-9f64-596e2ee9681b_1.2f35941b96c56cb782aa1235c750caf2.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,811489021185
340,3944_1060825_447913,Electronics/TV & Video/All TVs,0.0,337835457,https://i5.walmartimages.com/asr/d55eb126-e904-44d8-8a7c-9de2ae5df95f_1.265d5bb61de091871bc8e93722ed95ad.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/d55eb126-e904-44d8-8a7c-9de2ae5df95f_1.265d5bb61de091871bc8e93722ed95ad.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Sylvania SLED3215 SLED3215A 32"" 720p LED HDTV",0,ONLINE_ONLY,337835457,139.36,https://i5.walmartimages.com/asr/d55eb126-e904-44d8-8a7c-9de2ae5df95f_1.265d5bb61de091871bc8e93722ed95ad.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,58465798345
341,3944_1060825_447913,Electronics/TV & Video/All TVs,5.0,122579672,https://i5.walmartimages.com/asr/f0a9a3b8-30de-4978-aba3-0bcd22ee9f1a_1.60c1f3024e69cee6562ba11e6346aadb.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/f0a9a3b8-30de-4978-aba3-0bcd22ee9f1a_1.60c1f3024e69cee6562ba11e6346aadb.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"18.5"" LED TV - HD Television with 1080p Support",1,ONLINE_ONLY,122579672,149.9,https://i5.walmartimages.com/asr/f0a9a3b8-30de-4978-aba3-0bcd22ee9f1a_1.60c1f3024e69cee6562ba11e6346aadb.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,68888769099
342,3944_1060825_447913,Electronics/TV & Video/All TVs,4.1080000000000005,51339801,https://i5.walmartimages.com/asr/bbae61fc-ce1a-4e03-810f-8cab843599b6_1.8553a2e64bd3b5ffa82db14c2f97ae44.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/bbae61fc-ce1a-4e03-810f-8cab843599b6_1.8553a2e64bd3b5ffa82db14c2f97ae44.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Sanyo FW32D06F 32"" 720p 60Hz LED LCD HDTV",93,ONLINE_AND_STORE,51339801,128.0,https://i5.walmartimages.com/asr/bbae61fc-ce1a-4e03-810f-8cab843599b6_1.8553a2e64bd3b5ffa82db14c2f97ae44.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,53818340295
343,3944_1060825_447913,Electronics/TV & Video/All TVs,4.31,34684524,https://i5.walmartimages.com/asr/e217049e-813f-4e6c-8924-3b3fe53c0c0f_2.cad06e41da0762bdc633d9cf7ab1f6cb.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/e217049e-813f-4e6c-8924-3b3fe53c0c0f_2.cad06e41da0762bdc633d9cf7ab1f6cb.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"VIZIO E280-B1 28"" 720p 60Hz Full-Array LED HDTV",42,ONLINE_AND_STORE,34684524,161.98,https://i5.walmartimages.com/asr/e217049e-813f-4e6c-8924-3b3fe53c0c0f_2.cad06e41da0762bdc633d9cf7ab1f6cb.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,845226009983
344,3944_1060825_1229815,Electronics/TV & Video/Shop TVs by Type/LED TVs,3.9,51339802,https://i5.walmartimages.com/asr/8aef0bce-13d5-4c4c-8f15-76f3b118fa85_3.8a10b4519b4e5e27dc6cf548cb8593f7.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/8aef0bce-13d5-4c4c-8f15-76f3b118fa85_3.8a10b4519b4e5e27dc6cf548cb8593f7.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,Sanyo 40” Class 2K (1080P) LED TV (FW40D36F),90,ONLINE_AND_STORE,51339802,198.0,https://i5.walmartimages.com/asr/8aef0bce-13d5-4c4c-8f15-76f3b118fa85_3.8a10b4519b4e5e27dc6cf548cb8593f7.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,53818340356
345,3944_1060825_447913,Electronics/TV & Video/All TVs,2.739,296038087,https://i5.walmartimages.com/asr/d950a9f2-f6db-4795-a13b-8e8d4405d06e_13.9ea1a1018b82e8195908c53a42c79ec5.png?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/d950a9f2-f6db-4795-a13b-8e8d4405d06e_13.9ea1a1018b82e8195908c53a42c79ec5.png?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Element 39"" Class HD(720P) Smart LED TV",46,ONLINE_AND_STORE,296038087,125.0,https://i5.walmartimages.com/asr/d950a9f2-f6db-4795-a13b-8e8d4405d06e_13.9ea1a1018b82e8195908c53a42c79ec5.png?odnHeight=100&odnWidth=100&odnBg=FFFFFF,851401005916
346,3944_1060825_447913,Electronics/TV & Video/All TVs,4.563,23787618,https://i5.walmartimages.com/asr/f02a65c3-a528-4249-b390-c286f8291e4a_1.5d7973bd397f4723a130dca666076c1b.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/f02a65c3-a528-4249-b390-c286f8291e4a_1.5d7973bd397f4723a130dca666076c1b.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Hannspree ST28FMUR 28"" 1080p 60Hz LCD HDTV",16,ONLINE_ONLY,23787618,177.33,https://i5.walmartimages.com/asr/f02a65c3-a528-4249-b390-c286f8291e4a_1.5d7973bd397f4723a130dca666076c1b.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,842651004361
347,3944_8864326,Electronics/Samsung Tax Time Savings,4.302,785383150,https://i5.walmartimages.com/asr/4a72e617-ba80-421d-b7c9-d38bf1cec8fe_9.b9632db98f69033b3b9d6e47fd742868.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/4a72e617-ba80-421d-b7c9-d38bf1cec8fe_9.b9632db98f69033b3b9d6e47fd742868.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"SAMSUNG 24"" Class FHD (720P) Smart LED TV (UN24M4500)",43,ONLINE_ONLY,785383150,169.99,https://i5.walmartimages.com/asr/4a72e617-ba80-421d-b7c9-d38bf1cec8fe_9.b9632db98f69033b3b9d6e47fd742868.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,887276222523
348,3944_1060825_447913,Electronics/TV & Video/All TVs,3.375,51077548,https://i5.walmartimages.com/asr/d8f7136a-62e7-476f-89ef-36171e454d9e_1.b16f5a0039a4936e53a6a0933463a137.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/d8f7136a-62e7-476f-89ef-36171e454d9e_1.b16f5a0039a4936e53a6a0933463a137.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,TCL 28S3750 28-Inch 720p Roku Smart LED TV,8,ONLINE_ONLY,51077548,159.99,https://i5.walmartimages.com/asr/d8f7136a-62e7-476f-89ef-36171e454d9e_1.b16f5a0039a4936e53a6a0933463a137.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,846042006231
349,3944_1060825_447913,Electronics/TV & Video/All TVs,3.2,29700425,https://i5.walmartimages.com/asr/6763f498-d735-435b-b224-08562ab274da_1.af8b3185d9a9cafc2f3eb7b5fe496567.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/6763f498-d735-435b-b224-08562ab274da_1.af8b3185d9a9cafc2f3eb7b5fe496567.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,23`` Led Tv,5,ONLINE_ONLY,29700425,114.0,https://i5.walmartimages.com/asr/6763f498-d735-435b-b224-08562ab274da_1.af8b3185d9a9cafc2f3eb7b5fe496567.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,817219010931
350,"[""0"",""3944"",""1060825"",""447913""]",Electronics/TV & Video/All TVs,0.0,466924816,https://i5.walmartimages.com/asr/8d26550d-82e1-4e68-a70d-122d19afaf91_1.a4e7d9d95496e9cffe2ba88ff54e134d.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/8d26550d-82e1-4e68-a70d-122d19afaf91_1.a4e7d9d95496e9cffe2ba88ff54e134d.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,18.5 in. LED TV - HD Television with 1080p Support,0,ONLINE_ONLY,466924816,158.89,https://i5.walmartimages.com/asr/8d26550d-82e1-4e68-a70d-122d19afaf91_1.a4e7d9d95496e9cffe2ba88ff54e134d.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,657248288488
351,3944_1060825_447913,Electronics/TV & Video/All TVs,0.0,112834957,https://i5.walmartimages.com/asr/43d55d07-7ecd-4438-bc53-ab1561039157_1.0d6c05dc34e23bcb15340ae7407642f7.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/43d55d07-7ecd-4438-bc53-ab1561039157_1.0d6c05dc34e23bcb15340ae7407642f7.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Axess 15.6-Inch LED Full HDTV, Includes AC/DC TV, DVD Player, HDMI/SD/USB Inputs, TVD1801-15",0,ONLINE_ONLY,112834957,134.99,https://i5.walmartimages.com/asr/43d55d07-7ecd-4438-bc53-ab1561039157_1.0d6c05dc34e23bcb15340ae7407642f7.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,765042399955
